,ISO,period,country_x,Cost of service is too high,Cost of the equipment is too high,Cultural reasons,Do not need the Internet,Have access to the Internet elsewhere,Internet service is available but it does not correspond to household needs,Internet service is not available in the area,No electricity in the household,Other reason,Privacy or security concerns,Individuals using the Internet (% of population),2G Wireless Access
0,ALB,2013,,,,,,,,,,,,,
1,ALB,2014,,,,,,,,,,,,,
2,ALB,2015,,,,,,,,,,,,,
3,ALB,2016,,,,,,,,,,,,,
4,ALB,2017,,,,,,,,,,,,,
5,ALB,2018,,,,,,,,,,,,,
6,ALB,2019,Albania,23.7877,25.0903,,23.2922,3.10713,,3.42097,,64.9737,1.02433,68.55039112,99.86
7,ALB,2020,Albania,21.8349,23.7921,,24.7653,2.15445,,4.08444,,0.414735,1.02433,72.23767711,99.86
8,ALB,2021,Albania,25.3933,25.2258,,23.2022,5.21645,,5.81553,,1.66301,0.306197,79.32371752,99.86
9,ALB,2022,Albania,46.9932,43.6586,,32.9005,2.62873,,6.77953,,17.572,6.77953,82.61368583,100.0
10,ARE,2013,,,,,,,,,,,,,
11,ARE,2014,,,,,,,,,,,,,
12,ARE,2015,,,,,,,,,,,,,
13,ARE,2016,United Arab Emirates,334.185,239.885,16.5435,797.41,708.073,41.3587,47.9777,,62.8668,71.1385,90.60000732,100.0
14,ARE,2017,United Arab Emirates,334.185,239.885,16.5435,797.41,708.073,41.3587,47.9777,,62.8668,71.1385,90.60000732,100.0
15,ARE,2018,United Arab Emirates,76.2,81.0,38.1,4.8,19.0,41.3587,47.9777,,4.2,47.6,98.45000178,100.0
16,ARE,2019,United Arab Emirates,75.438,80.19,37.719,4.752,18.81,41.3587,47.9777,,4.158,47.124,99.14999796,100.0
17,ARE,2020,United Arab Emirates,18.9972,9.49859,37.719,33.295,71.3894,41.3587,47.9777,,9.49859,4.79929,100.0,100.0
18,ARE,2021,United Arab Emirates,18.8099,9.40497,37.719,29.9699,74.9698,41.3587,47.9777,,9.40497,4.75199,100.0,100.0
19,ARE,2022,United Arab Emirates,18.8099,9.40497,37.719,29.9699,74.9698,41.3587,47.9777,,9.40497,4.75199,100.0,100.0
20,ARM,2013,,,,,,,,,,,,,
21,ARM,2014,,,,,,,,,,,,,
22,ARM,2015,,,,,,,,,,,,,
23,ARM,2016,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
24,ARM,2017,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
25,ARM,2018,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
26,ARM,2019,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
27,ARM,2020,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
28,ARM,2021,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
29,ARM,2022,Armenia,60.2527,,,,,,,,39.7626,,64.34602977,100.0
30,AUS,2013,,,,,,,,,,,,,
31,AUS,2014,,,,,,,,,,,,,
32,AUS,2015,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
33,AUS,2016,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
34,AUS,2017,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
35,AUS,2018,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
36,AUS,2019,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
37,AUS,2020,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
38,AUS,2021,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
39,AUS,2022,Australia,,15.7616,,62.4875,,,,,10.5412,3.37248,84.56051491,99.0
40,AUT,2013,Austria,3.51399,2.82611,,,,,,,,,80.6188,99.0
41,AUT,2014,Austria,3.51399,2.82611,,,,,,,,,80.6188,99.0
42,AUT,2015,Austria,3.51399,2.82611,,,,,,,,,80.6188,99.0
43,AUT,2016,Austria,12.6167,11.4507,,78.7018,11.6886,,2.12558,,3.37801,5.2034,84.32374257,99.0
44,AUT,2017,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
45,AUT,2018,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
46,AUT,2019,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
47,AUT,2020,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
48,AUT,2021,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
49,AUT,2022,Austria,9.46484,9.84845,,80.8059,12.1255,,1.04493,,4.56075,9.69819,87.93558659,99.0
50,AZE,2013,,,,,,,,,,,,,
51,AZE,2014,,,,,,,,,,,,,
52,AZE,2015,,,,,,,,,,,,,
53,AZE,2016,,,,,,,,,,,,,
54,AZE,2017,Azerbaijan,7.4579,38.1358,1.93858,10.7617,12.5026,1.12754,0.850573,,0.420157,4.64887,79.0,100.0
55,AZE,2018,Azerbaijan,7.45796,38.1358,1.93867,10.7616,12.5025,1.1276,0.850643,,0.420157,4.64886,79.79999549,100.0
56,AZE,2019,Azerbaijan,8.35788,40.7001,2.58337,12.3995,13.9794,1.22492,1.80002,,13.4179,5.53695,81.09999907,100.0
57,AZE,2020,Azerbaijan,11.2999,9.79988,7.60006,37.3999,5.89994,6.60006,7.60006,,10.5003,3.29988,84.59999573,100.0
58,AZE,2021,Azerbaijan,11.7,8.69983,7.09985,47.1999,5.79989,3.49998,7.39987,,6.52762,2.07301,86.0,100.0
59,AZE,2022,Azerbaijan,11.7,8.69983,7.09985,47.1999,5.79989,3.49998,7.39987,,6.52762,2.07301,86.0,100.0
60,BEL,2013,Belgium,6.2204,3.79731,,,,,,,,,82.1702,99.9
61,BEL,2014,Belgium,6.2204,3.79731,,,,,,,,,82.1702,99.9
62,BEL,2015,Belgium,6.2204,3.79731,,,,,,,,,82.1702,99.9
63,BEL,2016,Belgium,20.1221,24.6835,,41.8372,10.9732,,0.611939,,,7.98851,86.51647666,100.0
64,BEL,2017,Belgium,16.053,20.511,,35.2723,10.6768,,0.17307,,,5.9319,87.67968082,100.0
65,BEL,2018,Belgium,16.053,20.511,,35.2723,10.6768,,0.17307,,,5.9319,87.67968082,100.0
66,BEL,2019,Belgium,17.5014,22.2119,7.95109,48.2107,11.0082,0.216514,0.17307,,18.9319,10.6483,90.27542801,100.0
67,BEL,2020,Belgium,16.6433,18.9758,6.10101,46.1185,10.2844,0.216514,1.11012,,54.1746,9.51974,91.52641629,100.0
68,BEL,2021,Belgium,20.6055,22.438,5.64869,35.3804,10.5516,0.216514,1.11012,,56.1327,9.2085,92.78867618,100.0
69,BEL,2022,Belgium,22.2047,23.4661,5.95835,41.5521,7.97331,0.216514,1.11012,,49.4469,9.08019,94.00783071,100.0
70,BGD,2013,,,,,,,,,,,,,
71,BGD,2014,,,,,,,,,,,,,
72,BGD,2015,,,,,,,,,,,,,
73,BGD,2016,,,,,,,,,,,,,
74,BGD,2017,,,,,,,,,,,,,
75,BGD,2018,,,,,,,,,,,,,
76,BGD,2019,,,,,,,,,,,,,
77,BGD,2020,,,,,,,,,,,,,
78,BGD,2021,Bangladesh,49.0455,35.5694,0.265477,64.2617,7.18304,8.04598,8.34788,0.30705,1.43259,2.70154,38.91744466,99.63
79,BGD,2022,Bangladesh,49.0455,35.5694,0.265477,64.2617,7.18304,8.04598,8.34788,0.30705,1.43259,2.70154,38.91744466,99.63
80,BGR,2013,Bulgaria,18.8483,9.23959,,,,,,,,,53.0615,99.99
81,BGR,2014,Bulgaria,18.8483,9.23959,,,,,,,,,53.0615,99.99
82,BGR,2015,Bulgaria,18.8483,9.23959,,,,,,,,,53.0615,99.99
83,BGR,2016,Bulgaria,25.2267,32.1005,,42.4687,4.2273,,1.06152,,7.34785,0.71462,59.82554766,99.99
84,BGR,2017,Bulgaria,21.9294,27.5218,,48.176,3.75902,,0.660868,,6.90963,0.773036,63.41010138,99.99
85,BGR,2018,Bulgaria,21.9294,27.5218,,48.176,3.75902,,0.660868,,6.90963,0.773036,63.41010138,99.99
86,BGR,2019,Bulgaria,24.1748,18.755,,50.0714,3.5816,,0.556295,,3.08181,0.450255,67.94698094,99.99
87,BGR,2020,Bulgaria,24.1748,18.755,,50.0714,3.5816,,0.556295,,3.08181,0.450255,67.94698094,99.99
88,BGR,2021,Bulgaria,24.1748,18.755,,50.0714,3.5816,,0.556295,,3.08181,0.450255,67.94698094,99.99
89,BGR,2022,Bulgaria,24.1748,18.755,,50.0714,3.5816,,0.556295,,3.08181,0.450255,67.94698094,99.99
90,BHR,2013,Bahrain,4.48523,3.98693,4.48523,6.47841,4.06989,,,,,0.249432,90.0000397,100.0
91,BHR,2014,Bahrain,23.6065,20.9839,23.6065,34.0969,21.4205,,,,,1.3128,90.50313348,99.0
92,BHR,2015,Bahrain,22.9639,8.88956,3.70482,34.0969,45.9277,1.47992,,,15.5542,1.47992,93.4783008,99.0
93,BHR,2016,Bahrain,6.15723,12.3419,3.07861,123.364,6.15723,6.15723,52.4189,,15.5542,40.1045,97.9999807,100.0
94,BHR,2017,Bahrain,6.15723,3.99152,16.0014,28.0113,12.0099,6.15723,3.99152,,60.0141,40.1045,95.87813575,100.0
95,BHR,2018,Bahrain,52.3826,3.99152,38.0872,90.4698,12.0099,6.15723,28.557,,60.0141,23.8255,98.64467258,100.0
96,BHR,2019,Bahrain,19.9721,19.9721,38.0872,60.0559,12.0099,6.15723,28.557,,60.0141,23.8255,99.70150438,100.0
97,BHR,2020,Bahrain,19.9721,19.9721,38.0872,60.0559,12.0099,6.15723,28.557,,60.0141,23.8255,99.70150438,100.0
98,BHR,2021,Bahrain,19.9721,19.9721,38.0872,60.0559,12.0099,6.15723,28.557,,60.0141,23.8255,99.70150438,100.0
99,BHR,2022,Bahrain,19.9721,19.9721,38.0872,60.0559,12.0099,6.15723,28.557,,60.0141,23.8255,99.70150438,100.0
100,BIH,2013,,,,,,,,,,,,,
101,BIH,2014,,,,,,,,,,,,,
102,BIH,2015,,,,,,,,,,,,,
103,BIH,2016,Bosnia and Herzegovina,6.20321,16.1539,,45.5384,0.648491,,1.14829,,9.34518,1.1056,60.25653543,100.0
104,BIH,2017,Bosnia and Herzegovina,24.6645,26.9146,,50.1002,3.81912,,2.04832,,47.1307,0.646749,64.89202051,100.0
105,BIH,2018,Bosnia and Herzegovina,24.6645,26.9146,,50.1002,3.81912,,2.04832,,47.1307,0.646749,64.89202051,100.0
106,BIH,2019,Bosnia and Herzegovina,8.38373,20.0303,,50.0863,7.96872,,1.35577,,32.2326,2.86911,69.94634763,100.0
107,BIH,2020,Bosnia and Herzegovina,11.5114,21.8476,,53.4252,8.14043,,1.66622,,3.53937,22.4346,73.21175294,100.0
108,BIH,2021,Bosnia and Herzegovina,8.00024,17.3597,,51.4254,9.99696,1.72258,1.34541,,1.35323,25.3825,75.67620138,100.0
109,BIH,2022,Bosnia and Herzegovina,8.00024,17.3597,,51.4254,9.99696,1.72258,1.34541,,1.35323,25.3825,75.67620138,100.0
110,BLR,2013,,,,,,,,,,,,,
111,BLR,2014,,,,,,,,,,,,,
112,BLR,2015,,,,,,,,,,,,,
113,BLR,2016,,,,,,,,,,,,,
114,BLR,2017,,,,,,,,,,,,,
115,BLR,2018,,,,,,,,,,,,,
116,BLR,2019,,,,,,,,,,,,,
117,BLR,2020,,,,,,,,,,,,,
118,BLR,2021,Belarus,3.3435,8.21317,3.02864,93.6862,10.9044,2.29885,,,4.9861,1.26773,86.88841196,99.9
119,BLR,2022,Belarus,2.98787,0.979011,3.13604,94.3698,9.89592,1.08619,0.341223,,3.81276,1.73291,89.50733148,99.9
120,BLZ,2013,,,,,,,,,,,,,
121,BLZ,2014,,,,,,,,,,,,,
122,BLZ,2015,,,,,,,,,,,,,
123,BLZ,2016,,,,,,,,,,,,,
124,BLZ,2017,,,,,,,,,,,,,
125,BLZ,2018,,,,,,,,,,,,,
126,BLZ,2019,,,,,,,,,,,,,
127,BLZ,2020,,,,,,,,,,,,,
128,BLZ,2021,Belize,42.2445,,,25.7316,,,,,32.0232,,61.9941698,98.0
129,BLZ,2022,Belize,42.2445,,,25.7316,,,,,32.0232,,61.9941698,98.0
130,BMU,2013,,,,,,,,,,,,,
131,BMU,2014,,,,,,,,,,,,,
132,BMU,2015,Bermuda,41.6729,33.3333,8.33961,24.9937,16.6792,16.6792,8.33961,,,16.6792,98.32360965,99.0
133,BMU,2016,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
134,BMU,2017,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
135,BMU,2018,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
136,BMU,2019,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
137,BMU,2020,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
138,BMU,2021,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
139,BMU,2022,Bermuda,28.1462,28.1462,12.5094,37.4906,15.6368,37.4906,12.5094,,,15.6368,98.0,99.68
140,BRA,2013,Brazil,21.2862,35.6052,3.78124,28.0389,6.88561,3.21293,6.74122,,,4.45053,51.04,
141,BRA,2014,Brazil,48.9899,46.7274,11.4992,56.8202,14.9914,3.21293,17.6664,,,12.4033,54.55100188,
142,BRA,2015,Brazil,48.9899,46.7274,11.4992,56.8202,14.9914,3.21293,17.6664,,,12.4033,54.55100188,
143,BRA,2016,Brazil,56.9093,43.486,36.7489,64.1642,30.0118,3.21293,26.9759,,38.6564,39.5775,60.87254007,95.61
144,BRA,2017,Brazil,58.9836,41.6894,37.3734,63.5108,31.3778,3.21293,28.31,,41.4741,40.3668,67.47128452,95.83
145,BRA,2018,Brazil,60.9034,39.2472,40.9834,65.4838,31.0069,3.21293,26.8186,,44.5665,44.0629,70.43428254,95.83
146,BRA,2019,Brazil,58.6191,40.4091,39.7598,69.1585,29.7989,3.21293,25.099,,48.7203,43.2524,73.91243991,91.22
147,BRA,2020,Brazil,67.3247,41.7564,42.4389,70.0194,36.7415,3.21293,32.0213,,50.1774,47.1188,81.34269353,90.27
148,BRA,2021,Brazil,61.3004,41.7564,34.3685,66.5841,26.364,3.21293,17.5496,,50.1774,40.7795,80.68989314,90.31
149,BRA,2022,Brazil,58.1027,41.7564,34.2299,63.6092,24.5118,3.21293,16.0199,,50.1774,38.8795,80.52775094,92.5
150,BRN,2013,,,,,,,,,,,,,
151,BRN,2014,,,,,,,,,,,,,
152,BRN,2015,,,,,,,,,,,,,
153,BRN,2016,Brunei Darussalam,223.996,,20.0023,32.0002,103.999,,75.9984,,75.9984,20.0023,90.0,98.74
154,BRN,2017,Brunei Darussalam,223.996,,20.0023,32.0002,103.999,,75.9984,,75.9984,20.0023,90.0,98.74
155,BRN,2018,Brunei Darussalam,46.5943,23.1749,20.0023,40.937,19.8232,24.6532,9.28474,,51.1968,8.05379,95.0,99.06
156,BRN,2019,Brunei Darussalam,46.5943,23.1749,20.0023,40.937,19.8232,24.6532,9.28474,,51.1968,8.05379,95.0,99.06
157,BRN,2020,Brunei Darussalam,46.5943,23.1749,20.0023,40.937,19.8232,24.6532,9.28474,,51.1968,8.05379,95.0,99.06
158,BRN,2021,Brunei Darussalam,46.5943,23.1749,20.0023,40.937,19.8232,24.6532,9.28474,,51.1968,8.05379,95.0,99.06
159,BRN,2022,Brunei Darussalam,46.5943,23.1749,20.0023,40.937,19.8232,24.6532,9.28474,,51.1968,8.05379,95.0,99.06
160,BTN,2013,,,,,,,,,,,,,
161,BTN,2014,,,,,,,,,,,,,
162,BTN,2015,,,,,,,,,,,,,
163,BTN,2016,,,,,,,,,,,,,
164,BTN,2017,,,,,,,,,,,,,
165,BTN,2018,,,,,,,,,,,,,
166,BTN,2019,,,,,,,,,,,,,
167,BTN,2020,,,,,,,,,,,,,
168,BTN,2021,Bhutan,21.3138,24.6584,1.92371,19.412,0.251394,7.5746,6.47065,0.163952,,0.961854,85.63688389,98.0
169,BTN,2022,Bhutan,21.3138,24.6584,1.92371,19.412,0.251394,7.5746,6.47065,0.163952,,0.961854,85.63688389,98.0
170,BWA,2013,,,,,,,,,,,,,
171,BWA,2014,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
172,BWA,2015,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
173,BWA,2016,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
174,BWA,2017,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
175,BWA,2018,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
176,BWA,2019,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
177,BWA,2020,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
178,BWA,2021,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
179,BWA,2022,Botswana,15.1345,18.8618,,16.3158,2.94116,,1.54833,,60.6112,0.242412,36.74474744,98.0
180,CHE,2013,Switzerland,,,0.31232,,,,,,,,86.34,100.0
181,CHE,2014,Switzerland,17.8672,17.8672,0.31232,82.952,9.72687,,,,,29.1694,87.4,100.0
182,CHE,2015,Switzerland,17.8672,17.8672,0.31232,82.952,9.72687,,,,,29.1694,87.4,100.0
183,CHE,2016,Switzerland,17.8672,17.8672,0.31232,82.952,9.72687,,,,,29.1694,87.4,100.0
184,CHE,2017,Switzerland,28.0509,31.4821,0.31232,74.3217,24.9626,,14.4276,,,32.7312,89.68614767,100.0
185,CHE,2018,Switzerland,28.0509,31.4821,0.31232,74.3217,24.9626,,14.4276,,,32.7312,89.68614767,100.0
186,CHE,2019,Switzerland,30.0907,30.33,0.31232,72.4092,24.6762,,11.8628,,,37.376,93.14608695,100.0
187,CHE,2020,Switzerland,30.0907,30.33,0.31232,72.4092,24.6762,,11.8628,,,37.376,93.14608695,100.0
188,CHE,2021,Switzerland,30.0907,30.33,0.31232,57.5616,24.6762,,11.8628,,,37.376,95.56937168,100.0
189,CHE,2022,Switzerland,30.0907,30.33,0.31232,57.5616,24.6762,,11.8628,,,37.376,95.56937168,100.0
190,CIV,2013,,,,,,,,,,,,,
191,CIV,2014,,,,,,,,,,,,,
192,CIV,2015,,,,,,,,,,,,,
193,CIV,2016,,,,,,,,,,,,,
194,CIV,2017,,,,,,,,,,,,,
195,CIV,2018,,,,,,,,,,,,,
196,CIV,2019,Côte d'Ivoire,26.5417,36.499,0.781289,15.4308,24.9198,0.835024,6.79449,6.99488,9.82013,1.26635,36.28895457,97.54
197,CIV,2020,Côte d'Ivoire,26.5417,36.499,0.781289,15.4308,24.9198,0.835024,6.79449,6.99488,9.82013,1.26635,36.28895457,97.54
198,CIV,2021,Côte d'Ivoire,26.5417,36.499,0.781289,15.4308,24.9198,0.835024,6.79449,6.99488,9.82013,1.26635,36.28895457,97.54
199,CIV,2022,Côte d'Ivoire,21.9163,30.7062,3.65389,35.114,11.0988,6.04104,11.6396,7.48063,22.2199,5.70364,35.47812105,97.8
200,COL,2013,Colombia,28.5474,1.39096,1.39096,17.0138,0.87101,1.39096,1.66453,,,1.39096,51.7,100.0
201,COL,2014,Colombia,43.6957,2.11922,1.39096,27.9279,2.12247,1.39096,2.73254,,,1.39096,52.57,100.0
202,COL,2015,Colombia,44.5457,2.11922,1.39096,32.4374,2.05612,1.39096,3.34902,,2.08149,0.242855,55.90497251,100.0
203,COL,2016,Colombia,46.2994,2.11922,1.39096,33.6964,2.07432,1.39096,4.70621,,1.70268,0.197853,58.13649357,100.0
204,COL,2017,Colombia,49.7158,2.11922,1.39096,30.1949,2.10452,1.39096,4.4728,,1.54175,0.105853,62.25988032,100.0
205,COL,2018,Colombia,50.6944,2.11922,1.39096,27.5989,1.96389,1.39096,7.73517,,1.14569,0.105853,64.12637682,100.0
206,COL,2019,Colombia,50.6944,2.11922,1.39096,27.5989,1.96389,1.39096,7.73517,,1.14569,0.105853,64.12637682,100.0
207,COL,2020,Colombia,50.6944,2.11922,1.39096,27.5989,1.96389,1.39096,7.73517,,1.14569,0.105853,64.12637682,100.0
208,COL,2021,Colombia,53.7792,2.11922,1.39096,26.9254,3.3274,1.39096,6.2368,,9.73118,0.105853,73.02837449,100.0
209,COL,2022,Colombia,52.5103,2.11922,1.39096,29.2282,2.81157,1.39096,5.18049,,10.2694,0.105853,72.79637704,100.0
210,CPV,2013,,,,,,,,,,,,,
211,CPV,2014,,,,,,,,,,,,,
212,CPV,2015,,,,,,,,,,,,,
213,CPV,2016,,,,,,,,,,,,,
214,CPV,2017,,,,,,,,,,,,,
215,CPV,2018,Cabo Verde,52.6463,56.8461,1.94739,33.301,9.31862,3.45975,8.60325,15.9294,0.954981,3.79069,59.5,99.34
216,CPV,2019,Cabo Verde,37.7084,43.5424,0.284139,18.6073,12.3865,0.383309,4.01811,4.3884,8.51055,3.79069,61.94339776,99.34
217,CPV,2020,Cabo Verde,37.7084,43.5424,0.284139,18.6073,12.3865,0.383309,4.01811,4.3884,8.51055,3.79069,61.94339776,99.34
218,CPV,2021,Cabo Verde,37.7084,43.5424,0.284139,18.6073,12.3865,0.383309,4.01811,4.3884,8.51055,3.79069,61.94339776,99.34
219,CPV,2022,Cabo Verde,37.7084,43.5424,0.284139,18.6073,12.3865,0.383309,4.01811,4.3884,8.51055,3.79069,61.94339776,99.34
220,CYP,2013,Cyprus,14.7265,13.8676,,,,,,,,,65.4548,99.98
221,CYP,2014,Cyprus,14.7265,13.8676,,,,,,,,,65.4548,99.98
222,CYP,2015,Cyprus,14.7265,13.8676,,,,,,,,,65.4548,99.98
223,CYP,2016,Cyprus,25.459,25.4706,,59.8866,16.4503,,2.36037,,12.3807,5.18326,75.9002054,99.98
224,CYP,2017,Cyprus,25.459,25.4706,,59.8866,16.4503,,2.36037,,12.3807,5.18326,75.9002054,99.98
225,CYP,2018,Cyprus,25.459,25.4706,,59.8866,16.4503,,2.36037,,12.3807,5.18326,75.9002054,99.98
226,CYP,2019,Cyprus,48.3763,52.7887,,79.4375,10.836,,2.49649,,0.264339,24.8824,86.06362996,99.98
227,CYP,2020,Cyprus,48.3763,52.7887,,79.4375,10.836,,2.49649,,0.264339,24.8824,86.06362996,99.98
228,CYP,2021,Cyprus,48.3763,52.7887,,79.4375,10.836,,2.49649,,0.264339,24.8824,86.06362996,99.98
229,CYP,2022,Cyprus,48.3763,52.7887,,79.4375,10.836,,2.49649,,0.264339,24.8824,86.06362996,99.98
230,CZE,2013,Czech Republic,9.11799,5.7009,,,,,,,,,74.1104,99.8
231,CZE,2014,Czech Republic,9.11799,5.7009,,,,,,,,,74.1104,99.8
232,CZE,2015,Czech Republic,9.11799,5.7009,,,,,,,,,74.1104,99.8
233,CZE,2016,Czech Republic,14.4448,23.1774,,75.9614,6.70758,,,,47.0009,4.5675,76.4811987,99.8
234,CZE,2017,Czech Republic,11.4344,18.3044,,79.9257,6.91928,0.0912575,,,47.0009,4.66862,78.71917285,99.8
235,CZE,2018,Czech Republic,11.4344,18.3044,,79.9257,6.91928,0.0912575,,,47.0009,4.66862,78.71917285,99.8
236,CZE,2019,Czech Republic,8.79108,12.0646,,80.6168,3.66004,0.365354,,,47.0009,3.94597,80.86694441,99.8
237,CZE,2020,Czech Republic,8.79108,12.0646,,80.6168,3.66004,0.365354,,,47.0009,3.94597,80.86694441,99.8
238,CZE,2021,Czech Republic,8.79108,12.0646,,80.6168,3.66004,0.365354,,,47.0009,3.94597,80.86694441,99.8
239,CZE,2022,Czech Republic,8.79108,12.0646,,80.6168,3.66004,0.365354,,,47.0009,3.94597,80.86694441,99.8
240,DEU,2013,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
241,DEU,2014,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
242,DEU,2015,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
243,DEU,2016,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
244,DEU,2017,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
245,DEU,2018,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
246,DEU,2019,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
247,DEU,2020,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
248,DEU,2021,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
249,DEU,2022,Germany,4.4558,3.4432,,,,,,,,,84.17,99.0
250,DNK,2013,,,,,,,,,,,,,
251,DNK,2014,,,,,,,,,,,,,
252,DNK,2015,,,,,,,,,,,,,
253,DNK,2016,,,,,,,,,,,,,
254,DNK,2017,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
255,DNK,2018,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
256,DNK,2019,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
257,DNK,2020,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
258,DNK,2021,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
259,DNK,2022,Denmark,5.8453,4.3613,,50.325,9.5868,,1.29882,,22.3961,1.58226,97.09936216,100.0
260,DZA,2013,,,,,,,,,,,,,
261,DZA,2014,,,,,,,,,,,,,
262,DZA,2015,,,,,,,,,,,,,
263,DZA,2016,,,,,,,,,,,,,
264,DZA,2017,,,,,,,,,,,,,
265,DZA,2018,Algeria,61.5624,60.2199,25.728,45.2124,8.13091,24.0145,26.465,,,20.0594,49.03846808,98.04
266,DZA,2019,Algeria,61.5624,60.2199,25.728,45.2124,8.13091,24.0145,26.465,,,20.0594,49.03846808,98.04
267,DZA,2020,Algeria,61.5624,60.2199,25.728,45.2124,8.13091,24.0145,26.465,,,20.0594,49.03846808,98.04
268,DZA,2021,Algeria,61.5624,60.2199,25.728,45.2124,8.13091,24.0145,26.465,,,20.0594,49.03846808,98.04
269,DZA,2022,Algeria,61.5624,60.2199,25.728,45.2124,8.13091,24.0145,26.465,,,20.0594,49.03846808,98.04
270,ECU,2013,,,,,,,,,,,,,
271,ECU,2014,,,,,,,,,,,,,
272,ECU,2015,,,,,,,,,,,,,
273,ECU,2016,,,,,,,,,,,,,
274,ECU,2017,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
275,ECU,2018,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
276,ECU,2019,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
277,ECU,2020,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
278,ECU,2021,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
279,ECU,2022,Ecuador,,,,17.7225,,,5.31528,,76.9622,,55.8,97.08
280,EGY,2013,,,,,,,,,,,,,
281,EGY,2014,Egypt,2.58724,3.08391,0.3883,2.36571,0.0341515,0.391291,92.8503,,,2.10176,33.89460391,99.8
